2.15,2.13,2.15,2.15
2.16,2.21,2.15,2.31
2.2,2.35,2.17,2.55
2.25,2.54,2.18,2.78
2.31,2.73,2.21,3.09
2.37,3.01,2.24,3.39
2.44,3.23,2.27,3.69
2.55,3.49,2.32,4.1
2.7,3.77,2.37,4.52
2.8,4.16,2.42,4.95
2.91,4.45,2.48,5.32
3.03,4.77,2.54,5.77
3.15,5.13,2.6,6.23
3.3,5.5,2.65,6.66
3.44,5.9,2.72,7.26
3.6,6.33,2.79,7.79
3.74,6.8,2.84,8.33
